iter	Passed	Remaining
353	812	1483
354	815	1481
355	817	1478
356	818	1474
357	820	1470
358	821	1466
359	823	1463
360	824	1459
361	825	1455
362	827	1452
363	829	1450
364	838	1458
365	845	1465
366	848	1463
367	850	1460
368	852	1457
369	853	1453
370	855	1449
371	856	1445
372	858	1442
373	859	1439
374	862	1436
375	863	1433
376	865	1430
377	866	1426
378	869	1423
379	870	1420
380	872	1417
381	874	1414
382	876	1411
383	878	1409
384	881	1407
385	883	1404
386	885	1402
387	887	1399
388	889	1396
389	891	1394
390	893	1392
391	895	1389
392	897	1385
393	898	1382
394	900	1379
395	901	1375
396	903	1371
397	904	1368
398	906	1365
399	908	1363
400	910	1360
401	912	1357
402	913	1353
403	914	1349
404	916	1346
405	918	1343
406	919	1339
407	921	1336
408	922	1333
409	924	1330
410	927	1328
411	929	1326
412	931	1324
413	934	1322
414	936	1320
415	939	1318
416	942	1317
417	944	1314
418	946	1312
419	948	1309
420	950	1306
421	951	1303
422	953	1300
423	955	1297
424	957	1295
425	959	1292
426	960	1288
427	961	1285
428	963	1282
429	965	1279
430	966	1275
431	967	1272
432	969	1269
433	971	1266
434	973	1264
435	976	1263
436	979	1262
437	981	1259
438	983	1256
439	985	1254
440	987	1252
441	990	1250
442	992	1247
443	994	1245
444	996	1243
445	998	1239
446	999	1236
447	1001	1233
448	1003	1231
449	1005	1229
450	1007	1226
451	1009	1223
452	1010	1220
453	1012	1217
454	1013	1214
455	1015	1211
456	1016	1207
457	1017	1204
458	1020	1202
459	1027	1205
460	1031	1205
461	1035	1205
462	1038	1204
463	1039	1201
464	1041	1198
465	1042	1195
466	1044	1192
467	1046	1189
468	1047	1186
469	1048	1182
470	1050	1179
471	1052	1177
472	1054	1174
473	1056	1171
474	1057	1168
475	1058	1165
476	1060	1162
477	1062	1160
478	1063	1157
479	1065	1153
480	1066	1151
481	1072	1152
482	1076	1152
483	1081	1152
484	1083	1150
485	1086	1149
486	1088	1146
487	1090	1144
488	1092	1141
489	1094	1138
490	1095	1135
491	1097	1132
492	1098	1130
493	1100	1127
494	1102	1125
495	1104	1122
496	1106	1119
497	1107	1116
498	1109	1114
499	1111	1111
500	1112	1108
501	1114	1105
502	1118	1105
503	1120	1102
504	1122	1100
505	1124	1097
506	1126	1095
507	1128	1092
508	1129	1089
509	1132	1088
510	1135	1086
511	1137	1083
512	1138	1081
513	1141	1078
514	1142	1076
515	1145	1074
516	1161	1085
517	1170	1089
518	1174	1088
519	1179	1088
520	1185	1090
521	1196	1095
522	1200	1095
523	1202	1092
524	1205	1090
525	1207	1087
526	1210	1086
527	1212	1083
528	1222	1088
529	1226	1087
530	1228	1085
531	1233	1085
532	1235	1082
533	1238	1080
534	1240	1078
535	1243	1076
536	1245	1074
537	1248	1072
538	1250	1069
539	1252	1066
540	1254	1064
541	1255	1061
542	1257	1058
543	1259	1055
544	1260	1052
545	1266	1053
546	1271	1052
547	1274	1051
548	1278	1050
549	1280	1047
550	1282	1044
551	1283	1041
552	1285	1038
553	1286	1035
554	1288	1032
555	1289	1029
556	1291	1027
557	1293	1024
558	1296	1022
559	1297	1019
560	1299	1016
561	1301	1014
562	1303	1011
563	1304	1008
564	1306	1005
565	1308	1003
566	1316	1005
567	1325	1008
568	1328	1006
569	1329	1003
570	1331	1000
571	1333	997
572	1335	995
573	1337	992
574	1338	989
575	1340	986
576	1342	984
577	1344	981
578	1346	979
579	1348	976
580	1350	973
581	1352	971
582	1353	968
583	1355	965
584	1357	962
585	1362	962
586	1364	960
587	1366	957
588	1368	954
589	1370	952
590	1372	949
591	1375	948
592	1377	945
593	1379	942
594	1381	940
595	1382	937
596	1384	934
597	1385	931
598	1387	928
599	1388	925
600	1390	923
601	1392	920
602	1393	917
603	1395	915
604	1397	912
605	1399	909
606	1400	906
607	1401	903
608	1403	901
609	1407	899
610	1409	897
611	1410	894
612	1414	892
613	1416	890
614	1418	887
615	1420	885
616	1423	883
617	1424	880
618	1426	878
619	1429	875
620	1430	873
621	1432	870
622	1434	868
623	1437	865
624	1439	863
625	1440	860
626	1442	858
627	1444	855
628	1445	852
629	1447	850
630	1448	847
631	1450	844
632	1453	842
633	1455	840
634	1457	837
635	1459	835
636	1461	832
637	1462	830
638	1464	827
639	1467	825
640	1469	823
641	1471	820
642	1473	817
643	1474	815
644	1476	812
645	1478	810
646	1480	807
647	1482	805
648	1484	802
649	1486	800
650	1487	797
651	1489	795
652	1491	792
653	1492	789
654	1494	786
655	1495	784
656	1497	781
657	1499	779
658	1504	778
659	1507	776
660	1509	773
661	1510	771
662	1512	768
663	1514	766
664	1515	763
665	1518	761
666	1519	758
667	1521	756
668	1522	753
669	1524	750
670	1526	748
671	1527	745
672	1529	743
673	1531	740
674	1533	738
675	1535	735
676	1536	733
677	1538	730
678	1540	728
679	1541	725
680	1543	723
681	1545	720
682	1547	718
683	1550	716
684	1552	713
685	1554	711
686	1556	709
687	1557	706
688	1559	703
689	1561	701
690	1563	699
691	1565	696
692	1566	694
693	1568	691
694	1569	688
695	1571	686
696	1572	683
697	1574	681
698	1575	678
699	1577	676
700	1579	673
701	1581	671
702	1583	668
703	1584	666
704	1586	664
705	1588	661
706	1590	659
707	1591	656
708	1593	654
709	1595	651
710	1599	650
711	1603	648
712	1609	647
713	1613	646
714	1615	643
715	1617	641
716	1619	639
717	1620	636
718	1622	634
719	1624	631
720	1625	629
721	1627	626
722	1629	624
723	1631	621
724	1632	619
725	1634	616
726	1636	614
727	1638	612
728	1639	609
729	1640	606
730	1642	604
731	1650	604
732	1654	602
733	1656	600
734	1659	598
735	1661	596
736	1663	593
737	1665	591
738	1667	589
739	1669	586
740	1671	584
741	1673	581
742	1675	579
743	1677	577
744	1679	574
745	1681	572
746	1682	569
747	1684	567
748	1685	564
749	1687	562
750	1689	560
751	1692	558
752	1694	555
753	1695	553
754	1697	550
755	1699	548
756	1701	546
757	1702	543
758	1704	541
759	1707	539
760	1709	536
761	1711	534
762	1713	532
763	1715	529
764	1717	527
765	1719	525
766	1721	522
767	1723	520
768	1725	518
769	1727	516
770	1729	513
771	1731	511
772	1733	509
773	1735	506
774	1737	504
775	1740	502
776	1743	500
777	1749	499
778	1752	497
779	1755	495
780	1759	493
781	1764	491
782	1767	489
783	1769	487
784	1772	485
785	1774	483
786	1776	480
787	1778	478
788	1779	475
789	1780	473
790	1782	470
791	1784	468
792	1786	466
793	1795	465
794	1798	463
795	1805	462
796	1807	460
797	1809	458
798	1811	455
799	1813	453
800	1815	450
801	1816	448
802	1819	446
803	1822	444
804	1824	441
805	1825	439
806	1827	437
807	1829	434
808	1831	432
809	1832	429
810	1834	427
811	1853	429
812	1856	426
813	1857	424
814	1860	422
815	1861	419
816	1862	417
817	1864	414
818	1867	412
819	1869	410
820	1870	407
821	1872	405
822	1873	402
823	1874	400
824	1876	397
825	1877	395
826	1879	393
827	1881	390
828	1890	389
829	1892	387
830	1895	385
831	1897	383
832	1900	380
833	1902	378
834	1904	376
835	1906	374
836	1908	371
837	1910	369
838	1912	366
839	1914	364
840	1915	362
841	1918	359
842	1920	357
843	1921	355
844	1922	352
845	1924	350
846	1925	347
847	1927	345
848	1929	343
849	1933	341
850	1935	338
851	1937	336
852	1939	334
853	1941	331
854	1943	329
855	1944	327
856	1947	324
857	1949	322
858	1951	320
859	1952	317
860	1954	315
861	1955	313
862	1957	310
863	1958	308
864	1960	305
865	1962	303
866	1965	301
867	1966	299
868	1968	296
869	1969	294
870	1970	291
871	1972	289
872	1973	287
873	1975	284
874	1976	282
875	1980	280
876	1982	278
877	1985	275
878	1987	273
879	1989	271
880	1991	269
881	1993	266
882	1996	264
883	1998	262
884	2000	259
885	2001	257
886	2003	255
887	2005	252
888	2006	250
889	2008	248
890	2010	245
891	2012	243
892	2014	241
893	2016	239
894	2018	236
895	2019	234
896	2020	232
897	2022	229
898	2024	227
899	2029	225
900	2032	223
901	2034	221
902	2036	218
903	2038	216
904	2039	214
905	2041	211
906	2043	209
907	2046	207
908	2047	204
909	2049	202
910	2050	200
911	2051	197
912	2053	195
913	2055	193
914	2056	191
915	2058	188
916	2060	186
917	2062	184
918	2064	181
919	2065	179
920	2067	177
921	2068	175
922	2070	172
923	2072	170
924	2078	168
925	2081	166
926	2083	164
927	2086	161
928	2089	159
929	2092	157
930	2094	155
931	2097	153
932	2099	150
933	2100	148
934	2102	146
935	2104	143
936	2106	141
937	2108	139
938	2110	137
939	2111	134
940	2113	132
941	2115	130
942	2116	127
943	2117	125
944	2119	123
945	2120	121
946	2139	119
947	2141	117
948	2143	115
949	2145	112
950	2147	110
951	2149	108
952	2151	106
953	2153	103
954	2156	101
955	2158	99
956	2160	97
957	2161	94
958	2163	92
959	2165	90
960	2166	87
961	2168	85
962	2176	83
963	2179	81
964	2181	79
965	2184	76
966	2186	74
967	2188	72
968	2190	70
969	2192	67
970	2194	65
971	2195	63
972	2196	60
973	2198	58
974	2200	56
975	2202	54
976	2205	51
977	2206	49
978	2208	47
979	2210	45
980	2211	42
981	2213	40
982	2214	38
983	2217	36
984	2219	33
985	2222	31
986	2223	29
987	2226	27
988	2228	24
989	2230	22
990	2232	20
991	2234	18
992	2236	15
993	2238	13
994	2240	11
995	2241	9
996	2243	6
997	2244	4
998	2246	2
999	2247	0
